status,state,city,recalling_firm,reason_for_recall,year
Terminated,TN,Memphis,st clair foods inc,onions that firm further processed may be contaminated with listeria monocytogenes,2012
Terminated,WA,Kent,reshmi's group inc,crispy just baked punjabi cookies contain milk but the label does not declare milk  ,2012
Terminated,OR,Portland,mother india foods llc,crispy just baked punjabi cookies contain milk but the label does not declare milk,2012
Terminated,FL,Orlando,freshpoint central florida,freshpoint central florida is recalling multiple onion products and mixes  the products were prepared using onions sourced from gills onions llc which may be adulterated with listeria monocytogenes,2012
Terminated,FL,Orlando,freshpoint central florida,freshpoint central florida is recalling multiple onion products and mixes  the products were prepared using onions sourced from gills onions llc which may be adulterated with listeria monocytogenes,2012
Terminated,FL,Orlando,freshpoint central florida,freshpoint central florida is recalling multiple onion products and mixes  the products were prepared using onions sourced from gills onions llc which may be adulterated with listeria monocytogenes,2012
Terminated,FL,Orlando,freshpoint central florida,freshpoint central florida is recalling multiple onion products and mixes  the products were prepared using onions sourced from gills onions llc which may be adulterated with listeria monocytogenes,2012
Terminated,FL,Orlando,freshpoint central florida,freshpoint central florida is recalling multiple onion products and mixes  the products were prepared using onions sourced from gills onions llc which may be adulterated with listeria monocytogenes,2012
Terminated,FL,Orlando,freshpoint central florida,freshpoint central florida is recalling multiple onion products and mixes  the products were prepared using onions sourced from gills onions llc which may be adulterated with listeria monocytogenes,2012
Terminated,FL,Orlando,freshpoint central florida,freshpoint central florida is recalling multiple onion products and mixes  the products were prepared using onions sourced from gills onions llc which may be adulterated with listeria monocytogenes,2012
Terminated,FL,Orlando,freshpoint central florida,freshpoint central florida is recalling multiple onion products and mixes  the products were prepared using onions sourced from gills onions llc which may be adulterated with listeria monocytogenes,2012
Terminated,FL,Orlando,freshpoint central florida,freshpoint central florida is recalling multiple onion products and mixes  the products were prepared using onions sourced from gills onions llc which may be adulterated with listeria monocytogenes,2012
Terminated,FL,Orlando,freshpoint central florida,freshpoint central florida is recalling multiple onion products and mixes  the products were prepared using onions sourced from gills onions llc which may be adulterated with listeria monocytogenes,2012
Terminated,WI,Milwaukee,garden-fresh foods inc,recalled salads slaw salsa bean and dips contained onions that were recalled by gills onions due to potential listeria monocytogenes contamination,2012
Terminated,WI,Milwaukee,garden-fresh foods inc,recalled salads slaw salsa bean and dips contained onions that were recalled by gills onions due to potential listeria monocytogenes contamination,2012
Terminated,WI,Milwaukee,garden-fresh foods inc,recalled salads slaw salsa bean and dips contained onions that were recalled by gills onions due to potential listeria monocytogenes contamination,2012
Terminated,WI,Milwaukee,garden-fresh foods inc,recalled salads slaw salsa bean and dips contained onions that were recalled by gills onions due to potential listeria monocytogenes contamination,2012
Terminated,WI,Milwaukee,garden-fresh foods inc,recalled salads slaw salsa bean and dips contained onions that were recalled by gills onions due to potential listeria monocytogenes contamination,2012
Terminated,WI,Milwaukee,garden-fresh foods inc,recalled salads slaw salsa bean and dips contained onions that were recalled by gills onions due to potential listeria monocytogenes contamination,2012
Terminated,WI,Milwaukee,garden-fresh foods inc,recalled salads slaw salsa bean and dips contained onions that were recalled by gills onions due to potential listeria monocytogenes contamination,2012
Terminated,WI,Milwaukee,garden-fresh foods inc,recalled salads slaw salsa bean and dips contained onions that were recalled by gills onions due to potential listeria monocytogenes contamination,2012
Terminated,WI,Milwaukee,garden-fresh foods inc,recalled salads slaw salsa bean and dips contained onions that were recalled by gills onions due to potential listeria monocytogenes contamination,2012
Terminated,WI,Milwaukee,garden-fresh foods inc,recalled salads slaw salsa bean and dips contained onions that were recalled by gills onions due to potential listeria monocytogenes contamination,2012
Terminated,WI,Milwaukee,garden-fresh foods inc,recalled salads slaw salsa bean and dips contained onions that were recalled by gills onions due to potential listeria monocytogenes contamination,2012
Terminated,WI,Milwaukee,garden-fresh foods inc,recalled salads slaw salsa bean and dips contained onions that were recalled by gills onions due to potential listeria monocytogenes contamination,2012
Terminated,WI,Milwaukee,garden-fresh foods inc,recalled salads slaw salsa bean and dips contained onions that were recalled by gills onions due to potential listeria monocytogenes contamination,2012
Terminated,WI,Milwaukee,garden-fresh foods inc,recalled salads slaw salsa bean and dips contained onions that were recalled by gills onions due to potential listeria monocytogenes contamination,2012
Terminated,WI,Milwaukee,garden-fresh foods inc,recalled salads slaw salsa bean and dips contained onions that were recalled by gills onions due to potential listeria monocytogenes contamination,2012
Terminated,WI,Milwaukee,garden-fresh foods inc,recalled salads slaw salsa bean and dips contained onions that were recalled by gills onions due to potential listeria monocytogenes contamination,2012
Terminated,WI,Milwaukee,garden-fresh foods inc,recalled salads slaw salsa bean and dips contained onions that were recalled by gills onions due to potential listeria monocytogenes contamination,2012
Terminated,WI,Milwaukee,garden-fresh foods inc,recalled salads slaw salsa bean and dips contained onions that were recalled by gills onions due to potential listeria monocytogenes contamination,2012
