,city,classification,code_info,country,distribution_pattern,event_id,initial_firm_notification,postal_code,product_description,product_type,reason_for_recall,recall_initiation_date,recall_number,recalling_firm,state,status,termination_date,duration,listeria,salmonella,allergen/undeclared,salad/slaw,peanut,butter,milk,ice-cream
128,Brenham,Class I,blue bell sherbert pineapple one quart naturally low fat,United States,fl ga sc nc va oh ky tn al ms in il mt ar la tx ok ks nm co wy az nv and bermuda belize saudia arabia yemen oman uae qatar egypt jordan kuwait dominican republic panama turks and caicos haiti trinadad and tobago puerto rico chile peru china mexico philippines tortola st thomas and st croix anguilla st kitts and nevis montserrat and dominica,70738,two or more of the following: email fax letter press release telephone visit,77833-4413, all lot codes within expiry,Food,five patients who were treated in a single hospital in kansas were infected with one of four rare strains of listeria monocytogenes,2015-03-13,F-2597-2015,blue bell creameries lp,TX,Ongoing,,,1,0,0,0,0,0,0,0
129,Brenham,Class I,blue bell great divide bar  chocolate and artificially flavored vanilla frozen dessert with chocolate flavored and artificially flavored vanilla coating  275 fl oz (81 ml),United States,fl ga sc nc va oh ky tn al ms in il mt ar la tx ok ks nm co wy az nv and bermuda belize saudia arabia yemen oman uae qatar egypt jordan kuwait dominican republic panama turks and caicos haiti trinadad and tobago puerto rico chile peru china mexico philippines tortola st thomas and st croix anguilla st kitts and nevis montserrat and dominica,70738,two or more of the following: email fax letter press release telephone visit,77833-4413, sku #108; all lots within expiry including 052116a 062816a 063016a 082916a 100616a 110416a 110516a 112416a 011217a 011317a,Food,five patients who were treated in a single hospital in kansas were infected with one of four rare strains of listeria monocytogenes,2015-03-13,F-2446-2015,blue bell creameries lp,TX,Ongoing,,,1,0,0,0,0,0,0,0
140,Brenham,Class I,blue bell lime sherbert 3 gallon,United States,fl ga sc nc va oh ky tn al ms in il mt ar la tx ok ks nm co wy az nv and bermuda belize saudia arabia yemen oman uae qatar egypt jordan kuwait dominican republic panama turks and caicos haiti trinadad and tobago puerto rico chile peru china mexico philippines tortola st thomas and st croix anguilla st kitts and nevis montserrat and dominica,70738,two or more of the following: email fax letter press release telephone visit,77833-4413, all lot codes within expiry,Food,five patients who were treated in a single hospital in kansas were infected with one of four rare strains of listeria monocytogenes,2015-03-13,F-2673-2015,blue bell creameries lp,TX,Ongoing,,,1,0,0,0,0,0,0,0
147,Gardena,Class I,integrated food service  chicken double dogs  on whole grain buns  code #809021,United States,us distribution nationwide     no foreign distribution,74243,letter,90248-2423, lot #040115-050616,Food,potential listeria monocytogenes contamination,2016-05-23,F-1905-2016,let's do lunch inc,CA,Ongoing,,,1,0,0,0,0,0,0,0
149,Pasco,Class I,organic peas & pearl onions brand columbia river organics frozen net wt 10oz upc 5711000113    the ingredients statement declares: peas and pearl onions ,United States,us nationwide and in canada and japan,74133,press release,99301-9533, all affected products have the best by dates or sell by dates between april 26 2016 and april 26 2018     this product has the code format:                                        live smart organic vegetable medley has the code format product of usa 2b6101 02:11 b  ,Food,organic peas & pearl onions are recalled because they have the potential to be contaminated with listeria monocytogenes,2016-05-02,F-1777-2016,crf frozen foods llc,WA,Ongoing,,,1,0,0,0,0,0,0,0
163,Warrensburg,Class I,oscar's smoke house plain cheddar spread net wt 7 ozs keep refrigerated  distributed by: oscar's smoke house warrensburg ny 12885,United States,nationwide through internet mail order sales and to ny retail stores,67843,press release,12885-1108, lot numbers: 719-959,Food,products were recalled due to potential listeria monocytogenes contamination,2014-03-26,F-0070-2015,oscar's hickory house inc,NY,Ongoing,,,1,0,0,0,0,0,0,0
174,Warren,Class I,premo  asiago italian   item # 207919 net wt 6 oz; fresh grab  asiago italian  item # 251847 net wt 6 oz; core-mark  asiago italian   item # 568377 net wt 6 oz; ,United States,domestic: mi il in ky md oh pa tn va wi wv    foreign: none  va/dod: none,76572,two or more of the following: email fax letter press release telephone visit,48089-3650, item #: 207919 lot #s: 05201701 06201701 09201701 10201701 11201701 13201701 16201701 18201701 best by 1/26/17 to 2/8/17; item # 251847 lot #s: 025201701 06201701 10201701 17201701 best by: 1/26/17 to 2/7/17; item # 568377 lot #s: 06201701 and 13201701 best by: 1/26/17 and 1/27/17,Food,jlm manufacturing initiated a recall on 02/21/2017 of multiple ready to eat sandwiches containing cheese because of a supplier's recall of cheese due to listeria monocytogenes,2017-02-21,F-1829-2017,lipari foods inc,MI,Ongoing,,,1,0,0,0,0,0,0,0
180,Brenham,Class I,dz dream bar - single serve snack; 12 pak dream bars,United States,fl ga sc nc va oh ky tn al ms in il mt ar la tx ok ks nm co wy az nv and bermuda belize saudia arabia yemen oman uae qatar egypt jordan kuwait dominican republic panama turks and caicos haiti trinadad and tobago puerto rico chile peru china mexico philippines tortola st thomas and st croix anguilla st kitts and nevis montserrat and dominica,70738,two or more of the following: email fax letter press release telephone visit,77833-4413, all lot codes within expiry,Food,five patients who were treated in a single hospital in kansas were infected with one of four rare strains of listeria monocytogenes,2015-03-13,F-2700-2015,blue bell creameries lp,TX,Ongoing,,,1,0,0,0,0,0,0,0
186,Lakewood,Class I,dry grated romano tipico item #1-00111000 net wt 50 lbs,United States,iowa,72027,telephone,08701-6903, tipico item#: 1-00111000  lot # 15188  exp: january 3 2016  ,Food,health risk because of listeria monocytogenes ,2015-08-20,F-3235-2015,tipico products company inc,NJ,Ongoing,,,1,0,0,0,0,0,0,0
191,Pleasantville,Class I,amrita apricot strawberry protein bar 50gm   upc :853009004056,United States,nationwide,77872,two or more of the following: email fax letter press release telephone visit,10570-3127,best buy date between 04/24/2018 to 05/31/2018,Food,product may be contaminated with listeria monocytogenes,2017-08-02,F-3476-2017,amrita health foods,NY,Ongoing,,,1,0,0,0,0,0,0,0
203,Oak Brook,Class I,upc 041498205379	southern grove tuscan trail mix best by/date code: 4/28/2017   ,United States,us: al az ar ca co ct fl il in ia ksky la me md ma mi mn  ms  mo ne nv nm ny ncnd oh ok or pasc tn tx ut va wa wi wy    ous: honduras nicaragua chile,74041,telephone,60523-1860, best by/date code: 4/28/2017,Food,treehouse foods is recalling products that may be impacted by sunflower seeds  contaminated with listeria monocytogenes,2016-05-03,F-2433-2016,treehouse foods,IL,Ongoing,,,1,0,0,0,0,0,0,0
208,Brenham,Class I,dz 4 oz cookie cone - institutional snack,United States,fl ga sc nc va oh ky tn al ms in il mt ar la tx ok ks nm co wy az nv and bermuda belize saudia arabia yemen oman uae qatar egypt jordan kuwait dominican republic panama turks and caicos haiti trinadad and tobago puerto rico chile peru china mexico philippines tortola st thomas and st croix anguilla st kitts and nevis montserrat and dominica,70738,two or more of the following: email fax letter press release telephone visit,77833-4413, all lot codes within expiry,Food,five patients who were treated in a single hospital in kansas were infected with one of four rare strains of listeria monocytogenes,2015-03-13,F-2687-2015,blue bell creameries lp,TX,Ongoing,,,1,0,0,0,0,0,0,0
211,Gardena,Class I,beef sausage breakfast sandwich  product id c99018,United States,us distribution to the following; ca nm oh va az mi tx nc pa    no foreign distribution,74873,letter,90248-2423, lot #052416b,Food,potential listeria monocytogenes contamination,2016-07-25,F-2031-2016,let's do lunch inc,CA,Ongoing,,,1,0,0,0,0,0,0,0
213,Houston,Class I,harris teeter jal ched stuff mushrooms 7oz,United States,al fl ga ky la md ms nc sc tn va and wv,75061,two or more of the following: email fax letter press release telephone visit,77073-3302, best if used by dates between august 11 2016 through august 17 2016,Food,products may be contaminated with listeria monocytogenes,2016-08-25,F-0844-2017,country fresh products llc,TX,Ongoing,,,1,0,0,0,0,0,0,0
214,Chicago,Class I,aldi's millville protein chew bars dark chocolate peanut butter packaged 5 bars to a box in a yellow and brown box with brown and white lettering,United States,the product was shipped to aldi inc  1200 kirk road batavia il 60510 from there it is further shipped to distribution centers andd then to aldi stores no product was distributed to foreign firms,74388,telephone,60609-1447, i	sep14162t1  ii	oct14161t1  iii	oct14162t1  iv	oct18162t1  v	oct19161t1  vi	oct19162t1  vii	oct28161t1  viii	oct28162t1  ix	nov08161t1  x	nov08162t1  xi	jan01172t1  xii	jan02171t1  xiii	jan15171t1   xiv	jan15172t1   ,Food,a supplier of one of the ingredients in the protein chewy bars informed firm of listeria monocytogenes positive,2016-06-01,F-2082-2016,schulze & burch biscuit co,IL,Ongoing,,,1,0,0,0,0,0,0,0
223,Highland,Class I,pinenuts-medium-roasted 70pign02,United States,pa nh ny tx fl ma md ca co nj ga mn mi il oh az wi tn nc  british columbia,77335,telephone,12528-2332,lot: h115068-09a h115068-09b,Food,listeria monocytogenes found on food contact surfaces and non-food contact surfaces,2017-05-21,F-2865-2017,hvf inc dba huson valley farms,NY,Ongoing,,,1,0,0,0,0,0,0,0
228,Bells,Class I,pictsweet(r) deluxe stir-fry chinese style vegetables oriental seasoning net wt 24 oz (1 lb 8 oz) 680g upc 70560 95689 distributed by the pictsweet company bells tn 38006,United States,nationwide,73853,e-mail,38006, best if used by 4/2/2018: 0936be 0936bf  ,Food,products contain onions which were recalled for the possibility of listeria monocytogenes contamination,2016-04-09,F-1664-2016,the pictsweet company,TN,Ongoing,,,1,0,0,0,0,0,0,0
231,Brenham,Class I,blue bell ice cream pecan pralines 'n cream still a 1/2 gal (2 qts),United States,fl ga sc nc va oh ky tn al ms in il mt ar la tx ok ks nm co wy az nv and bermuda belize saudia arabia yemen oman uae qatar egypt jordan kuwait dominican republic panama turks and caicos haiti trinadad and tobago puerto rico chile peru china mexico philippines tortola st thomas and st croix anguilla st kitts and nevis montserrat and dominica,70738,two or more of the following: email fax letter press release telephone visit,77833-4413, all lot codes within expiry,Food,five patients who were treated in a single hospital in kansas were infected with one of four rare strains of listeria monocytogenes,2015-03-13,F-2532-2015,blue bell creameries lp,TX,Ongoing,,,1,0,0,0,0,0,0,0
233,Santa Monica,Class I,snow monkey subzero superfood   cacao  8oz ,United States,the firm refused to provide a distribution list  according to the firm products were gifted through a kickstarter website in which people received the product as a result of donating money,75771,two or more of the following: email fax letter press release telephone visit,90405-1089, delivered between may and june 2016,Food,potential listeria monocytogenes contamination,2016-11-21,F-0720-2017,snow monkey,CA,Ongoing,,,1,0,0,0,0,0,0,0
238,Millersburg,Class I,guggisberg farmers cheese ingredients: pasteurized part skim-milk cultures salt enzymes 1 lb & 6 lb distributed by: guggisberg cheese 5060 sr 557 milllersburg oh 44654,United States,producct was shipped to the following states: ar fl ga ia in ks ky md mn mo nc ne ny oh pa sc tn va vt wi & wv,76505,letter,44654-9055, 1 lb: julian codes 16245 - 17025; 6 lb: used by june 01 2017 - oct 27 2017,Food,the firm was notified by their supplier that various cheese products they received were contaminated by listeria monocytogenes,2017-02-16,F-1968-2017,dutch valley food distributors,OH,Ongoing,,,1,0,0,0,0,0,0,0
248,Mamaroneck,Class I,refrigerated ready-to-eat sliced cold smoked smoked norwegian salmon in 4 oz 8 oz & whole sides in vacuum packages -- keep refrigerated store at 38 degrees f or below --- the smokehouse of ny  mamaroneck ny 10543,United States,ny nj ct il al mn mt,76952,press release,10543-2232,lots 82 through 96 (listed on back of packaging) and sell by dates of 04/5-19/17,Food,the products have the potential to be contaminated with listeria monocytogenes based on fda sampling and analysis  during an fda inspection an environmental sample (973983) was collected and submitted to nrl for analysis  nrl's analysis revealed 37 out of 99 subs were positive for l monocytogenes including both zone 1 and zone 2 locations,2017-04-07,F-2254-2017,the smokehouse of new york llc,NY,Ongoing,,,1,0,0,0,0,0,0,0
261,Waukegan,Class I,"product is packaged into a plastic bag and placed into cardboard box product is labeled as ""d'allesandro salt-free roasted sunflower seeds"" product was packaged into 5 & 40 lb boxes    ",United States,us food distributors located in ca co fl ga ia il in ks ky la ma	md mi mo ne nj ny oh ok pa tn tx ut wa and wi,74231,two or more of the following: email fax letter press release telephone visit,60087-3213, 803161 803267 810659 811261 811968 812184 813248 818596 818609 818831 818835 820864 821464 821942 822822 823127 825272 829957 831153 831208 832302 832333 837294 837418 837948 839501 840679 841703 842199 846295 846719 847622 847667 847996 848076 848543 850351 850482 853129  53219 853660 854564 854819 854952 856220 859143 861308 861317 861330 863136 863480 865800 869126 870330 870856 870858 871378 872209 872656 873594 875371 876890 878087 878599 879461879502 879723 880059 882735 883863 884793 885161 885808 886621 888017 889942 892173 892796  897844 898192 899938 902047 903199 903256 903710 904858 905300 905438 906149 906796 909449 916925 923185 923187 924114 924560 924609 925480 926637 and 928131 ,Food,sunflower seeds purchased from sunopta that are potentially contaminated with listeria ,2016-05-19,F-0726-2017,woodland foods,IL,Ongoing,,,1,0,0,0,0,0,0,0
262,Staten Island,Class I,refrigerated ready-to-eat sour pickles packaged in a 18 lb bulk white plastic bucket labeled in part ***204112**sour pickles by lb*** ,United States,ny & pa via retail stores,73580,e-mail,10303-2727, lot code in black ink on label: 03/02,Food,royal seafood baza inc has recalled all pickled products produced on 3/1/2016 3/2/2016 and also all herring products produced on 2/29/2016 due to possible contamination with listeria monocytogenes ,2016-03-18,F-0396-2017,royal seafood baza,NY,Ongoing,,,1,0,0,0,0,0,0,0
264,Brenham,Class I,blue bell ice cream triple caramel 3 gallon,United States,fl ga sc nc va oh ky tn al ms in il mt ar la tx ok ks nm co wy az nv and bermuda belize saudia arabia yemen oman uae qatar egypt jordan kuwait dominican republic panama turks and caicos haiti trinadad and tobago puerto rico chile peru china mexico philippines tortola st thomas and st croix anguilla st kitts and nevis montserrat and dominica,70738,two or more of the following: email fax letter press release telephone visit,77833-4413, all lot codes within expiry,Food,five patients who were treated in a single hospital in kansas were infected with one of four rare strains of listeria monocytogenes,2015-03-13,F-2667-2015,blue bell creameries lp,TX,Ongoing,,,1,0,0,0,0,0,0,0
265,Mamaroneck,Class I,refrigerated ready-to-eat hot smoked sturgeon hand sliced packs 4 oz in vacuum packages upc 0200000309800 -- keep refrigerated -- store at 38 degrees f or below --- the smokehouse of ny  mamaroneck ny 10543,United States,ny nj ct il al mn mt,76952,press release,10543-2232,lots 82 through 96 (listed on back of packaging) and sell by dates of  04/5-19/17,Food,the products have the potential to be contaminated with listeria monocytogenes based on fda sampling and analysis  during an fda inspection an environmental sample (973983) was collected and submitted to nrl for analysis  nrl's analysis revealed 37 out of 99 subs were positive for l monocytogenes including both zone 1 and zone 2 locations,2017-04-07,F-2261-2017,the smokehouse of new york llc,NY,Ongoing,,,1,0,0,0,0,0,0,0
276,Grand Rapids,Class I,15 oz peanut butter cookies 80/case,United States,domestic: jackson mi; toledo oh; grand rapids mi; urbana oh; hudsonville mi; columbus oh; lansdale pa; and charlton ma    no foreign or dod/va,73353,two or more of the following: email fax letter press release telephone visit,49507-1076, 15 oz peanut butter cookies 80/case; product code/lot code: 16033,Food,savory foods inc has initiated a voluntary recall due to the potential for contamination with listeria monocytogenes,2016-02-11,F-2473-2016,savory foods inc,MI,Ongoing,,,1,0,0,0,0,0,0,0
278,Crookston,Class I,2nd expansion 5/31/2016   product shipped ous only   light salt sunflower kernel 5 kg / 11 lb box   product of usa manufactured by sunopta crookston mn,United States,ar ca co il in ky mn nc nd nh oh pa sd tx wa wi  expanded 5/18/2016  additional states:  ct fl ga ia ks la ma mi nj ny or     2nd expansion 5/31/2016  additional states:  md mt ok va  ous to include:  canada guatemala  great britain and mexico,74020,two or more of the following: email fax letter press release telephone visit,56716-2480, 2nd expansion 5/31/2016    plot#:   8l5m10  ,Food,sunopta is recalling sunflower kernel products that have the potential to be contaminated with listeria monocytogenes      expanded 5/18/2016    sunopta expanded their recall of roasted sunflower kernel products to include the production dates of february 20 - april 26 2016 due to potential listeria monocytogenes contamination      2nd expansion 5/31/2016  sunopta expanded their recall to include product produced at their crookston mn facility still within expiry to include the production dates of may 31 2015 thru january 31 2016,2016-05-02,F-2265-2016,sunopta food and grain inc,MN,Ongoing,,,1,0,0,0,0,0,0,0
281,Gardena,Class I,integrated food service  original wienerschnitzel  chili cheese dog  all meat hot dog with chili & cheese on a whole grain hot dog  code #c96100/960000  ,United States,us distribution nationwide     no foreign distribution,74243,letter,90248-2423, lot #040115-050616,Food,potential listeria monocytogenes contamination,2016-05-23,F-1912-2016,let's do lunch inc,CA,Ongoing,,,1,0,0,0,0,0,0,0
289,Zeeland,Class I,sweet pea pasta salad  10 lb cardboard case (2 5lb plastic bags) 2 lb rigid plastic container 14 oz rigid plastic container  keep refrigerated  ,United States,mi only,74476,e-mail,49464-8581, use by dates through july 1 2016,Food,product has potential of being contaminated with listeria monocytogenes ,2016-06-17,F-2357-2016,dutch treat salads inc,MI,Ongoing,,,1,0,0,0,0,0,0,0
291,Brenham,Class I,dz peach fruit bar - single serve snack; 6 pak peach fruit bars,United States,fl ga sc nc va oh ky tn al ms in il mt ar la tx ok ks nm co wy az nv and bermuda belize saudia arabia yemen oman uae qatar egypt jordan kuwait dominican republic panama turks and caicos haiti trinadad and tobago puerto rico chile peru china mexico philippines tortola st thomas and st croix anguilla st kitts and nevis montserrat and dominica,70738,two or more of the following: email fax letter press release telephone visit,77833-4413, all lot codes within expiry,Food,five patients who were treated in a single hospital in kansas were infected with one of four rare strains of listeria monocytogenes,2015-03-13,F-2695-2015,blue bell creameries lp,TX,Ongoing,,,1,0,0,0,0,0,0,0
